TIEMPO_seg,TOBILLO_DERECHO_x_mts,TOBILLO_DERECHO_y_mts,TOBILLO_IZQUIERDO_x_mts,TOBILLO_IZQUIERDO_y_mts,DISTANCIA_TOBILLOS_mts
0.0,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.30036,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.33688,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.46191,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.527,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.59504,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.66192,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.70786,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.74614,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.858,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.91999,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
100.96086,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.07204,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.15301,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.23585,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.31481,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.39253,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.43895,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.50379,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.57696,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.67129,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.71893,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.81489,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.88485,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
101.97683,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.05172,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.12266,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.21969,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.30167,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.35861,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.43579,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.51868,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.56461,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.62757,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.70058,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.77065,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.83767,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.91271,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
102.97668,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.04076,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.1398,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.23762,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.31257,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.38844,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.48263,0.906348049641,0.906348049641,-1.20435464382,-1.20435464382,0.13602
103.58466,0.0,0.0,0.0,0.0,0
103.6535,0.660450458527,0.660450458527,-0.436192065477,-0.436192065477,0.83622
103.72548,0.644471466541,0.644471466541,-0.436191946268,-0.436191946268,0.82068
103.79172,0.525207817554,0.525207817554,-0.437973439693,-0.437973439693,0.69455
103.8857,0.421101301908,0.421101301908,-0.437041908503,-0.437041908503,0.56524
103.93435,0.412475049496,0.412475049496,-0.43719381094,-0.43719381094,0.5533
104.02149,0.379494547844,0.379494547844,-0.435417026281,-0.435417026281,0.50429
104.12654,0.375407248735,0.375407248735,-0.431068539619,-0.431068539619,0.50107
104.20237,0.379699647427,0.379699647427,-0.434376716614,-0.434376716614,0.5128
104.27349,0.378784358501,0.378784358501,-0.437049031258,-0.437049031258,0.51265
104.36623,0.37669724226,0.37669724226,-0.437450528145,-0.437450528145,0.52076
104.44024,0.360538005829,0.360538005829,-0.436587572098,-0.436587572098,0.54106
104.53251,0.356705695391,0.356705695391,-0.43392816186,-0.43392816186,0.57836
104.63253,0.354017853737,0.354017853737,-0.415406823158,-0.415406823158,0.60383
104.71869,0.353929162025,0.353929162025,-0.416580021381,-0.416580021381,0.61618
104.76857,0.354091137648,0.354091137648,-0.413580715656,-0.413580715656,0.62244
104.84152,0.35370606184,0.35370606184,-0.405664891005,-0.405664891005,0.62162
104.91253,0.352364510298,0.352364510298,-0.401043236256,-0.401043236256,0.618
105.01015,0.351224571466,0.351224571466,-0.399210810661,-0.399210810661,0.6149
105.08246,0.350581407547,0.350581407547,-0.398896366358,-0.398896366358,0.61542
105.16738,0.349409282207,0.349409282207,-0.400459080935,-0.400459080935,0.6133
105.24435,0.348183810711,0.348183810711,-0.400535136461,-0.400535136461,0.61115
105.32324,0.347916245461,0.347916245461,-0.402567327023,-0.402567327023,0.61035
105.39343,0.350255548954,0.350255548954,-0.401972472668,-0.401972472668,0.61266
105.47881,0.359616905451,0.359616905451,-0.400657445192,-0.400657445192,0.62904
105.52328,0.37165081501,0.37165081501,-0.400668084621,-0.400668084621,0.64373
105.60011,0.48163831234,0.48163831234,-0.39703437686,-0.39703437686,0.7685
105.68918,0.617992341518,0.617992341518,-0.396342128515,-0.396342128515,0.90088
105.76212,0.663087725639,0.663087725639,-0.396368026733,-0.396368026733,0.94007
105.83808,0.713326931,0.713326931,-0.394116133451,-0.394116133451,0.98407
105.91204,0.761196017265,0.761196017265,-0.391802459955,-0.391802459955,1.02291
106.00949,0.760248422623,0.760248422623,-0.390505611897,-0.390505611897,1.02084
106.06723,0.739391446114,0.739391446114,-0.390002071857,-0.390002071857,1.0048
106.1438,0.705178380013,0.705178380013,-0.388346493244,-0.388346493244,0.97521
106.21005,0.63202881813,0.63202881813,-0.389153897762,-0.389153897762,0.91297
106.27411,0.567049086094,0.567049086094,-0.389400333166,-0.389400333166,0.85009
106.3501,0.471203684807,0.471203684807,-0.395689606667,-0.395689606667,0.75563
106.42631,0.416037499905,0.416037499905,-0.398492455482,-0.398492455482,0.69584
106.52323,0.408032238483,0.408032238483,-0.399913966656,-0.399913966656,0.68523
106.58816,0.405504375696,0.405504375696,-0.399524599314,-0.399524599314,0.68161
106.65998,0.407565623522,0.407565623522,-0.400810629129,-0.400810629129,0.69051
106.75394,0.407058030367,0.407058030367,-0.392528295517,-0.392528295517,0.66824
106.83004,0.408031761646,0.408031761646,-0.403016716242,-0.403016716242,0.59081
106.89701,0.454730540514,0.454730540514,-0.39012491703,-0.39012491703,0.53257
106.97819,0.398573756218,0.398573756218,-0.364675492048,-0.364675492048,0.35907
107.06508,0.395719528198,0.395719528198,-0.316269487143,-0.316269487143,0.53854
107.14099,0.399403780699,0.399403780699,-0.26734817028,-0.26734817028,0.63895
107.20395,0.402348428965,0.402348428965,-0.26149636507,-0.26149636507,0.66329
107.26493,0.40323677659,0.40323677659,-0.262018769979,-0.262018769979,0.70085
107.31218,0.403021216393,0.403021216393,-0.291576623917,-0.291576623917,0.72352
107.38502,0.403073251247,0.403073251247,-0.272962093353,-0.272962093353,0.70635
107.45385,0.402060776949,0.402060776949,-0.272178113461,-0.272178113461,0.67675
107.53,0.399175405502,0.399175405502,-0.397657632828,-0.397657632828,0.57699
107.61597,0.374230742455,0.374230742455,-0.414885848761,-0.414885848761,0.45292
107.69592,0.435673892498,0.435673892498,-0.424236595631,-0.424236595631,0.52078
107.76771,0.406713664532,0.406713664532,-0.417956024408,-0.417956024408,0.66234
107.8611,0.410114049911,0.410114049911,-0.316885113716,-0.316885113716,0.90507
107.93309,0.409453809261,0.409453809261,-0.2160179317,-0.2160179317,0.93878
108.00792,0.412234425545,0.412234425545,-0.0109842987731,-0.0109842987731,0.87231
108.0902,0.412280827761,0.412280827761,0.051908750087,0.051908750087,0.87686
108.13962,0.431826889515,0.431826889515,0.0621388182044,0.0621388182044,0.90256
108.208,0.427334785461,0.427334785461,0.0779941752553,0.0779941752553,0.88135
108.28171,0.440800130367,0.440800130367,0.075271487236,0.075271487236,0.88257
108.34192,0.432392656803,0.432392656803,0.065606251359,0.065606251359,0.88037
108.41357,0.421482741833,0.421482741833,-0.0162052810192,-0.0162052810192,0.85071
108.47489,0.417543530464,0.417543530464,-0.0608427375555,-0.0608427375555,0.83836
108.54781,0.411617338657,0.411617338657,-0.357422739267,-0.357422739267,0.91283
108.62193,0.409423977137,0.409423977137,-0.387291282415,-0.387291282415,0.78714
108.73999,0.40509852767,0.40509852767,-0.422596812248,-0.422596812248,0.62914
108.81198,0.411775708199,0.411775708199,-0.423008084297,-0.423008084297,0.56796
108.88565,0.419610708952,0.419610708952,-0.43913179636,-0.43913179636,0.55583
108.97589,0.419931650162,0.419931650162,-0.438310801983,-0.438310801983,0.55567
109.0478,0.420979857445,0.420979857445,-0.441221505404,-0.441221505404,0.55584
109.12371,0.414355814457,0.414355814457,-0.442172110081,-0.442172110081,0.54643
109.21245,0.413223087788,0.413223087788,-0.441636115313,-0.441636115313,0.54659
109.25871,0.440859973431,0.440859973431,-0.440392106771,-0.440392106771,0.58775
109.32671,0.4845443964,0.4845443964,-0.441427648067,-0.441427648067,0.64257
109.40064,0.514646291733,0.514646291733,-0.441518187523,-0.441518187523,0.6791
109.47141,0.537412881851,0.537412881851,-0.441947877407,-0.441947877407,0.70559
109.56687,0.543057143688,0.543057143688,-0.441620647907,-0.441620647907,0.7096
109.63755,0.534368038177,0.534368038177,-0.443935751915,-0.443935751915,0.69641
