TIEMPO_seg,TOBILLO_DERECHO_x_mts,TOBILLO_DERECHO_y_mts,TOBILLO_IZQUIERDO_x_mts,TOBILLO_IZQUIERDO_y_mts,DISTANCIA_TOBILLOS_mts
0.0,-1.2344930172,-1.2344930172,-0.524482727051,-0.524482727051,0.18712
38.91246,-1.23409366608,-1.23409366608,-0.524880766869,-0.524880766869,0.188
38.96796,-1.23350858688,-1.23350858688,-0.525478363037,-0.525478363037,0.1895
39.03872,-1.23329901695,-1.23329901695,-0.52576982975,-0.52576982975,0.19126
39.07672,-1.23350524902,-1.23350524902,-0.526122152805,-0.526122152805,0.19167
39.12427,-1.23356628418,-1.23356628418,-0.526123523712,-0.526123523712,0.1918
39.16124,-1.23329603672,-1.23329603672,-0.526364564896,-0.526364564896,0.19016
39.21209,-1.23412644863,-1.23412644863,-0.526103973389,-0.526103973389,0.18781
39.27089,-1.23381626606,-1.23381626606,-0.526357829571,-0.526357829571,0.18379
39.32598,-1.23331308365,-1.23331308365,-0.526181101799,-0.526181101799,0.19284
39.39781,-1.23345267773,-1.23345267773,-0.525312304497,-0.525312304497,0.19291
39.47478,-1.23377203941,-1.23377203941,-0.524773597717,-0.524773597717,0.19266
39.55359,-1.2351398468,-1.2351398468,-0.525022149086,-0.525022149086,0.19122
39.63377,-1.23938083649,-1.23938083649,-0.524691641331,-0.524691641331,0.188
39.70734,-1.23710095882,-1.23710095882,-0.553131759167,-0.553131759167,0.20288
39.74285,-1.24031031132,-1.24031031132,-0.555043816566,-0.555043816566,0.1961
39.81627,-1.24061334133,-1.24061334133,-0.556157112122,-0.556157112122,0.19592
39.85732,-1.23692798615,-1.23692798615,-0.556816160679,-0.556816160679,0.20601
39.91127,-1.23477220535,-1.23477220535,-0.558506786823,-0.558506786823,0.21064
39.95356,-1.23377907276,-1.23377907276,-0.558686494827,-0.558686494827,0.21303
40.02191,-1.23264825344,-1.23264825344,-0.557100951672,-0.557100951672,0.21448
40.0709,-1.23044466972,-1.23044466972,-0.557567238808,-0.557567238808,0.21903
40.14705,-1.23244535923,-1.23244535923,-0.558237195015,-0.558237195015,0.2144
40.18727,-1.24948728085,-1.24948728085,-0.557931244373,-0.557931244373,0.17023
40.23382,-1.24737489223,-1.24737489223,-0.557954013348,-0.557954013348,0.17639
40.29711,-1.25053071976,-1.25053071976,-0.434299349785,-0.434299349785,0.1715
40.33688,-1.24397373199,-1.24397373199,-0.54930382967,-0.54930382967,0.19486
40.41146,-1.22136902809,-1.22136902809,-0.563386082649,-0.563386082649,0.17119
40.49523,-1.25498533249,-1.25498533249,-0.317747920752,-0.317747920752,0.45462
40.5659,-1.25391972065,-1.25391972065,-0.320890456438,-0.320890456438,0.46262
40.60455,-1.22916257381,-1.22916257381,-0.318334877491,-0.318334877491,0.4766
40.64566,-1.26756262779,-1.26756262779,-0.324370145798,-0.324370145798,0.53115
40.69014,-1.26814854145,-1.26814854145,-0.326241999865,-0.326241999865,0.53728
40.76023,-1.26718342304,-1.26718342304,-0.341849952936,-0.341849952936,0.55102
40.80121,-1.26713776588,-1.26713776588,-0.345187008381,-0.345187008381,0.56364
40.85158,-1.2001324892,-1.2001324892,-0.201623529196,-0.201623529196,0.44723
40.92505,-1.15302252769,-1.15302252769,-0.219304740429,-0.219304740429,0.48457
40.99699,-1.14341616631,-1.14341616631,-0.212656617165,-0.212656617165,0.49402
41.06565,-1.06635630131,-1.06635630131,-0.32072648406,-0.32072648406,0.48355
41.11443,-1.04613649845,-1.04613649845,-0.346489757299,-0.346489757299,0.46947
41.15883,-1.01578009129,-1.01578009129,-0.349980175495,-0.349980175495,0.44
41.233,-0.919659495354,-0.919659495354,-0.354385316372,-0.354385316372,0.3589
41.31197,-0.678652465343,-0.678652465343,-0.571193277836,-0.571193277836,0.29665
41.36732,-0.571776509285,-0.571776509285,-0.572494268417,-0.572494268417,0.44748
41.42942,-0.456707686186,-0.456707686186,-0.57352077961,-0.57352077961,0.56012
41.50192,-0.338996559381,-0.338996559381,-0.568349897861,-0.568349897861,0.66093
41.55498,-0.326654464006,-0.326654464006,-0.567512214184,-0.567512214184,0.67091
41.61747,-0.289588391781,-0.289588391781,-0.568003177643,-0.568003177643,0.69845
41.67637,-0.271918416023,-0.271918416023,-0.567457973957,-0.567457973957,0.71153
41.73897,-0.253090590239,-0.253090590239,-0.566310167313,-0.566310167313,0.72612
41.79162,-0.248145401478,-0.248145401478,-0.565244913101,-0.565244913101,0.72662
41.85517,-0.245501056314,-0.245501056314,-0.564673066139,-0.564673066139,0.72261
41.92405,-0.24469140172,-0.24469140172,-0.420046001673,-0.420046001673,0.67452
41.97245,-0.24412111938,-0.24412111938,-0.424682766199,-0.424682766199,0.66723
42.0253,-0.250029563904,-0.250029563904,-0.540547609329,-0.540547609329,0.67327
42.08342,-0.250726670027,-0.250726670027,-0.376001030207,-0.376001030207,0.61434
42.12546,-0.252917617559,-0.252917617559,-0.382873594761,-0.382873594761,0.59831
42.17791,-0.222417205572,-0.222417205572,-0.525066554546,-0.525066554546,0.55722
42.22964,-0.229019790888,-0.229019790888,-0.527325332165,-0.527325332165,0.43777
42.27046,-0.222192585468,-0.222192585468,-0.544634699821,-0.544634699821,0.38539
42.35676,-0.336701840162,-0.336701840162,-0.572579145432,-0.572579145432,0.33612
42.44114,-0.234890624881,-0.234890624881,-0.464876353741,-0.464876353741,0.45008
42.51329,-0.267183840275,-0.267183840275,-0.554569959641,-0.554569959641,0.09336
42.55041,-0.255964428186,-0.255964428186,-0.554539859295,-0.554539859295,0.05146
42.62511,-0.223837912083,-0.223837912083,-0.553907096386,-0.553907096386,0.19052
42.6747,-0.211611911654,-0.211611911654,-0.553886473179,-0.553886473179,0.22048
42.72819,-0.203373670578,-0.203373670578,-0.552767515182,-0.552767515182,0.24064
42.78079,-0.200879186392,-0.200879186392,-0.552424609661,-0.552424609661,0.24725
42.81525,-0.196805089712,-0.196805089712,-0.552392721176,-0.552392721176,0.255
42.94534,-0.179663732648,-0.179663732648,-0.552538394928,-0.552538394928,0.28576
43.0169,-0.165756210685,-0.165756210685,-0.549273014069,-0.549273014069,0.28041
43.04998,-0.135648146272,-0.135648146272,-0.547242760658,-0.547242760658,0.31526
43.10029,-0.122554495931,-0.122554495931,-0.362072169781,-0.362072169781,0.07629
43.14173,-0.152392059565,-0.152392059565,-0.506048381329,-0.506048381329,0.12897
43.19558,-0.136830836535,-0.136830836535,-0.359531641006,-0.359531641006,0.25269
43.24484,-0.0369122736156,-0.0369122736156,-0.374129205942,-0.374129205942,0.34148
43.29752,-0.0107666626573,-0.0107666626573,-0.562758207321,-0.562758207321,0.33196
43.33884,0.097815901041,0.097815901041,-0.565724134445,-0.565724134445,0.3447
43.4127,0.336621046066,0.336621046066,-0.565784215927,-0.565784215927,0.34974
43.46904,0.397869050503,0.397869050503,-0.565553247929,-0.565553247929,0.4293
43.53043,0.455543577671,0.455543577671,-0.565613389015,-0.565613389015,0.49256
43.57948,0.577479422092,0.577479422092,-0.564010500908,-0.564010500908,0.60491
43.63004,0.706020474434,0.706020474434,-0.561889648438,-0.561889648438,0.70435
43.67771,0.694631755352,0.694631755352,-0.561277449131,-0.561277449131,0.69627
43.74457,0.692821264267,0.692821264267,-0.559817075729,-0.559817075729,0.69419
43.83013,0.684514760971,0.684514760971,-0.559198081493,-0.559198081493,0.68784
43.87704,0.683488965034,0.683488965034,-0.559250473976,-0.559250473976,0.687
43.92411,0.684438943863,0.684438943863,-0.559791743755,-0.559791743755,0.6859
43.99403,0.684401571751,0.684401571751,-0.48616951704,-0.48616951704,0.66968
44.02935,0.681982278824,0.681982278824,-0.478261291981,-0.478261291981,0.66098
44.0828,0.682247936726,0.682247936726,-0.456922382116,-0.456922382116,0.64159
44.14385,0.684029221535,0.684029221535,-0.402403742075,-0.402403742075,0.6029
44.18567,0.675693869591,0.675693869591,-0.388199806213,-0.388199806213,0.58042
44.26668,0.67571502924,0.67571502924,-0.402271568775,-0.402271568775,0.50101
